OCORRÊNCIA;ASSUNTO;ITEM;MOTIVO;DATA ABERTURA;DATA FINALIZADA;ORIGEM;NATUREZA;REABERTURA
12442129;EMPRÉSTIMOS E FINANCIAMENTOS;CONSTRUCARD - SIBAN OP 160 / 260;DÉBITO EM CONTA;23/09/2021;24/09/2021;INTERNET;RECLAMAÇÃO;SIM
12442380;EMPRÉSTIMOS E FINANCIAMENTOS;EMPRESTIMOS - PF;EXTRATO - CLAREZA DAS INFORMAÇÕES;22/09/2021;23/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12442455;CONTAS;CONTA CORRENTE - PF;CONTESTAÇÃO - RESSARCIMENTO NEGADO PELA CAIXA;22/09/2021;23/09/2021;TELEFONE;RECLAMAÇÃO;SIM
12450651;AGÊNCIA;AGÊNCIA - ATENDIMENTO;DEMORA NO ATENDIMENTO COMERCIAL/SOCIAL/EXPRESSO;23/09/2021;24/09/2021;INTERNET;RECLAMAÇÃO;SIM
12410023;EMPRÉSTIMOS E FINANCIAMENTOS;EMPRESTIMOS - PJ;CADASTRO RESTRITIVO - DEMORA NA EXCLUSÃO;09/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12410024;BENEFÍCIOS, PROGRAMAS E POLÍTICAS SOCIAIS;INSS  - PAGAMENTO DE BENEFCIOS;PAGAMENTO E ARRECADAÇÃO;09/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12410872;FGTS;CONTA FGTS - PIS/PASEP;SALDO/EXTRATO DE CONTA FGTS - PIS/PASEP;09/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12413005;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;COBRANÇA INDEVIDA;10/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12413866;CARTÕES;CARTO DE DBITO;CARTÃO - EMISSÃO / ENVIO;10/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12413923;INTERNET/INTRANET/APP;INTERNET - PÁGINA DO FIES;BOLETO - IMPRESSO;10/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12414190;CANAIS DE ATENDIMENTO;CASA LOTÉRICA;PAGAMENTO DE PRÊMIO;10/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12415366;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;REDUTOR DE TAXA DE JUROS;11/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12415572;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;LIBERAÇÃO DO FINANCIAMENTO;11/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12416186;BENEFÍCIOS, PROGRAMAS E POLÍTICAS SOCIAIS;ABONO SALARIAL;PAGAMENTO DE ABONO SALARIAL;13/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12416323;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;AMORTIZAÇÃO E QUITAÇÃO DO SALDO DEVEDOR;13/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12416451;EMPRÉSTIMOS E FINANCIAMENTOS;EMPRESTIMOS - PF;COBRANÇA INDEVIDA;13/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12416483;AGÊNCIA;AGÊNCIA - INFRA-ESTRUTURA;ABERTURA DE NOVAS AGÊNCIAS;13/09/2021;20/09/2021;INTERNET;SUGESTÃO;NÃO
12416534;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;EMISSO DE TERMO DE QUITAO E CCI;13/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12416565;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;CADASTRO RESTRITIVO - INCLUSÃO INDEVIDA;13/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12416600;BENEFÍCIOS, PROGRAMAS E POLÍTICAS SOCIAIS;INSS  - PAGAMENTO DE BENEFCIOS;DIFICULDADE NO RECEBIMENTO EM CANAIS ALTERNATIVOS;13/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12416725;CARTÕES;CARTO DE DBITO;CARTÃO - EMISSÃO / ENVIO;13/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12416737;AGÊNCIA;AGÊNCIA - ATENDIMENTO;FALHA NA ATUALIZAÇÃO DE CADASTRO;13/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12416748;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;EMISSO DE TERMO DE QUITAO E CCI;13/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12416834;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;DÉBITO EM CONTA;13/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12416904;CONTAS;CONTA CORRENTE - PF;ENCERRAMENTO DA CONTA;13/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12416935;CONTAS;CONTA POUPANÇA - PF;BLOQUEIO  DE CONTA;13/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12417001;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;EMISSO DE TERMO DE QUITAO E CCI;13/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12417221;HABITAÇÃO;MINHA CASA MINHA VIDA - FAIXA 1,5/2/3;COBRANÇA INDEVIDA;13/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12417238;CARTÕES;CARTO DE DBITO;CARTÃO - EMISSÃO / ENVIO;13/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12417260;EMPRÉSTIMOS E FINANCIAMENTOS;FIES;COBRANÇA - RENEGOCIAÇÃO DE DÍVIDA;13/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12417456;BENEFÍCIOS, PROGRAMAS E POLÍTICAS SOCIAIS;INSS  - PAGAMENTO DE BENEFCIOS;CRÉDITO EM CONTA NÃO EFETIVADO;13/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12417474;HABITAÇÃO;MINHA CASA MINHA VIDA - FAIXA 1,5/2/3;COBRANÇA INDEVIDA;13/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12417507;EMPRÉSTIMOS E FINANCIAMENTOS;CONSTRUCARD - SIBAN OP 160 / 260;DÉBITO EM CONTA;13/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12417614;CONTAS;CONTA POUPANÇA - PF;BLOQUEIO  DE CONTA;13/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12417713;CARTÕES;CARTO DE DBITO;CARTÃO - EMISSÃO / ENVIO;13/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12417726;INTERNET/INTRANET/APP;INTERNET BANKING;ASSINATURA ELETRÔNICA BLOQUEADA;13/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12417779;CONTAS;CONTA CORRENTE - PF;ENCERRAMENTO DA CONTA;13/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12418000;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;CADASTRO RESTRITIVO - INCLUSÃO INDEVIDA;13/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12418021;EMPRÉSTIMOS E FINANCIAMENTOS;FIES;COBRANÇA - BOLETO DE PAGAMENTO;13/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12418170;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;EMISSO DE TERMO DE QUITAO E CCI;13/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12418211;SERVIÇOS BANCÁRIOS;COBRANA  BANCRIA;COBRANÇA INDEVIDA;13/09/2021;22/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12418272;INTERNET/INTRANET/APP;INTERNET BANKING;DIFICULDADE DE EFETUAR PAGAMENTOS;13/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12418377;CONTAS;CONTA POUPANÇA - PF;ENCERRAMENTO DA CONTA;13/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12418407;HABITAÇÃO;MINHA CASA MINHA VIDA - FAIXA 1;SINISTRO;13/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12418507;CANAIS DE ATENDIMENTO;SALAS DE AUTO ATENDIMENTO - AGÊNCIA;HORÁRIO DE FUNCIONAMENTO;13/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12418773;EMPRÉSTIMOS E FINANCIAMENTOS;CONSTRUCARD - SIBAN OP 160 / 260;AMORTIZAÇÃO E QUITAÇÃO DO SALDO DEVEDOR;13/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12418824;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO AUTO CAIXA;DBITO EM CONTA NO ACATADO;13/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12418835;CONTAS;CONTA POUPANÇA - PF;RESTITUIÇÃO DO IMPOSTO DE RENDA;13/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12419168;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;DÉBITO EM CONTA;13/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12419180;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;DÉBITO EM CONTA;13/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12419201;CONTAS;CONTA POUPANÇA - PF;BLOQUEIO  DE CONTA;13/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12419401;EMPRÉSTIMOS E FINANCIAMENTOS;FIES;CONTESTAÇÃO DA CONTRATAÇÃO;13/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12419434;EMPRÉSTIMOS E FINANCIAMENTOS;CHEQUE ESPECIAL - PF;CANCELAMENTO;13/09/2021;20/09/2021;TELEFONE;SOLICITAÇÃO;NÃO
12419478;CARTÕES;CARTO DE DBITO;CARTÃO - EMISSÃO / ENVIO;14/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12419505;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;AMORTIZAÇÃO E QUITAÇÃO DO SALDO DEVEDOR;14/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12419536;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;EMISSO DE TERMO DE QUITAO E CCI;14/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12419547;FGTS;CONECTIVIDADE SOCIAL;SERVIOS - EXTRATOS FINS RECISRIOS/PARCELAMENTO/OUTROS;14/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12419606;CONTAS;CONTA POUPANÇA - PF;ENCERRAMENTO DA CONTA;14/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12419631;CONTAS;DEPÓSITO JUDICIAL / FEDERAL / TRABALHO / COMUM;DEPÓSITO;14/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12419648;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;COBRANÇA INDEVIDA;14/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12419650;CONTAS;CONTA POUPANÇA - PF;BLOQUEIO  DE CONTA;14/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12419693;AGÊNCIA;RECUSA NO ATENDIMENTO;RECUSA POR DESCONHECIMENTO DE PRODUTO OU SERVIÇO;14/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12419710;AGÊNCIA;RECUSA NO ATENDIMENTO;CLIENTES DE OUTRA AGÊNCIA;14/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12419711;AGÊNCIA;RECUSA NO ATENDIMENTO;CLIENTES DE OUTRA AGÊNCIA;14/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12419712;FGTS;CONTA FGTS - PIS/PASEP;SALDO/EXTRATO DE CONTA FGTS - PIS/PASEP;14/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12419761;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;CADASTRO RESTRITIVO - INCLUSÃO INDEVIDA;14/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12419783;CONTAS;CONTA CORRENTE - PF;CONTESTAÇÃO - MOVIMENTAÇÃO FRAUDULENTA VIA IBC (SITE OU APP);14/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12419880;CONTAS;CONTA POUPANÇA - PF;DEPÓSITO / PAGAMENTO  NÃO EFETIVADO;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12419911;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;EMISSO DE TERMO DE QUITAO E CCI;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12419941;AGÊNCIA;AGÊNCIA - ATENDIMENTO;NÃO CONSEGUIU SER ATENDIDO PELO TELEFONE;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12419963;PRODUTOS LOTÉRICOS;JOGOS;RESGATE/RECEBIMENTO DO PRMIO;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12419985;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;EMISSO DE TERMO DE QUITAO E CCI;14/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12420028;CARTÕES;CARTO DE DBITO;CARTÃO - EMISSÃO / ENVIO;14/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12420039;CARTÕES;CARTO DE DBITO;CARTÃO - EMISSÃO / ENVIO;14/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12420181;SERVIÇOS BANCÁRIOS;CONVNIOS - DBITO AUTOMTICO;DBITO NO REALIZADO;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12420193;CONTAS;CONTA POUPANÇA - PF;CONTESTAÇÃO - MOVIMENTAÇÃO FRAUDULENTA VIA IBC (SITE OU APP);14/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12420252;APLICAÇÕES E INVESTIMENTOS;APLICAES  FINANCEIRAS - CDB/RDB - PF;RESGATE OU APLICAÇÃO;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12420278;CONTAS;CONTA CORRENTE - PF;ENCERRAMENTO DA CONTA;14/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12420279;AGÊNCIA;AGÊNCIA - ATENDIMENTO;NÃO CONSEGUIU SER ATENDIDO PELO TELEFONE;14/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12420308;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;UTILIZAÇÃO DO FGTS;14/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12420367;CANAIS DE ATENDIMENTO;SALAS DE AUTO ATENDIMENTO - AGÊNCIA;DEPÓSITO / PAGAMENTO  NÃO EFETIVADO;14/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12420397;EMPRÉSTIMOS E FINANCIAMENTOS;CONSTRUCARD - SIBAN OP 160 / 260;DÉBITO EM CONTA;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12420404;CONTAS;GOLPE;FRAUDE VIA WHATSAPP;14/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12420454;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;LIBERAÇÃO DA MARGEM CONSIGNÁVEL;14/09/2021;22/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12420464;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;EMISSO DE TERMO DE QUITAO E CCI;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12420518;CONTAS;CONTA POUPANÇA - PF;ENCERRAMENTO DA CONTA;14/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12420543;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;PORTABILIDADE;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12420588;CANAIS DE ATENDIMENTO;PAE - POSTO DE ATENDIMENTO ELETRÔNICO;VALOR NÃO SACADO MAS DEBITADO DA CONTA;14/09/2021;20/09/2021;AGÊNCIA;RECLAMAÇÃO;NÃO
12420602;CARTÕES;CARTO DE DBITO;VALIDADE/VENCIMENTO DO CARTO;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12420604;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;EMISSO DE TERMO DE QUITAO E CCI;14/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12420608;AGÊNCIA;RECUSA NO ATENDIMENTO;RECUSA NA RENEGOCIAÇÃO DE DÍVIDAS;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12420698;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;LIBERAÇÃO DA MARGEM CONSIGNÁVEL;14/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12420701;CARTÕES;CARTO DE DBITO;FUNCIONAMENTO DO CARTÃO;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12420704;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;EMISSO DE TERMO DE QUITAO E CCI;14/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12420722;EMPRÉSTIMOS E FINANCIAMENTOS;CONSTRUCARD - SIBAN OP 160 / 260;COBRANÇA INDEVIDA;14/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12420733;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;EMISSO DE TERMO DE QUITAO E CCI;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12420740;INTERNET/INTRANET/APP;INTERNET BANKING;DIFICULDADE DE EFETUAR PAGAMENTOS;14/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12420745;CONTAS;CONTA POUPANÇA - PF;BLOQUEIO  DE CONTA;14/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12420798;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - CONCESSÃO;RENOVAÇÃO.;14/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12420808;CONTAS;CONTA POUPANÇA - PF;ENCERRAMENTO DA CONTA;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12420833;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;LIBERAÇÃO DO FINANCIAMENTO;14/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12420849;AGÊNCIA;AGÊNCIA - ATENDIMENTO;NÃO CONSEGUIU SER ATENDIDO PELO TELEFONE;14/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12420913;VENDA CASADA;AGÊNCIA;CAIXA SEGURO VIDA;14/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12420932;CONTAS;CONTA CORRENTE - PF;DEPÓSITO / PAGAMENTO  NÃO EFETIVADO;14/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12420997;FGTS;CONTA FGTS - PIS/PASEP;SALDO/EXTRATO DE CONTA FGTS - PIS/PASEP;14/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12421030;AGÊNCIA;AGÊNCIA - ATENDIMENTO;NÃO CONSEGUIU SER ATENDIDO PELO TELEFONE;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12421062;CANAIS DE ATENDIMENTO;CASA LOTÉRICA;CONTESTAÇÃO DE SAQUE EM LOTÉRICA;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12421065;EMPRÉSTIMOS E FINANCIAMENTOS;NOVO FIES;COBRANÇA - RENEGOCIAÇÃO DE DÍVIDA;14/09/2021;20/09/2021;AGÊNCIA;RECLAMAÇÃO;NÃO
12421066;SERVIÇOS BANCÁRIOS;CONVNIOS - DBITO AUTOMTICO;DBITO NO REALIZADO;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12421093;CONTAS;CONTA POUPANÇA - PF;BLOQUEIO  DE CONTA;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12421145;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;PORTABILIDADE;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12421235;HABITAÇÃO;MINHA CASA MINHA VIDA - FAIXA 1,5/2/3;MANUTENÇÃO DE CONTRATO;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12421348;SERVIÇOS BANCÁRIOS;CONVNIOS - DBITO AUTOMTICO;DÉBITO EM DUPLICIDADE;14/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12421357;SERVIÇOS BANCÁRIOS;CONVNIOS - DBITO AUTOMTICO;DBITO REALIZADO SEM REPASSE PARA A EMPRESA;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12421362;CONTAS;GOLPE;OUTROS GOLPES;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12421368;CONTAS;CONTA POUPANA SOCIAL DIGITAL;BLOQUEIO;14/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12421385;INTERNET/INTRANET/APP;INTERNET BANKING - ACESSO E NAVEGAÇÃO;SISTEMA INDISPONVEL;14/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12421420;CARTÕES;CARTO DE DBITO;DÉBITO EM DUPLICIDADE;14/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12421470;SERVIÇOS BANCÁRIOS;COBRANA  BANCRIA;BOLETO - EMISSÃO / ENVIO;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12421505;CONTAS;DEPÓSITO JUDICIAL / FEDERAL / TRABALHO / COMUM;DEPÓSITO;14/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12421542;CONTAS;CONTA CORRENTE - PF;DADOS CADASTRAIS;14/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12421556;CARTÕES;CARTO DE DBITO;CARTÃO - EMISSÃO / ENVIO;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12421612;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;COBRANÇA INDEVIDA;14/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12421620;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;COBRANÇA INDEVIDA;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12421642;EMPRÉSTIMOS E FINANCIAMENTOS;CHEQUE ESPECIAL -  PJ;CADASTRO RESTRITIVO - INCLUSÃO INDEVIDA;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12421650;EMPRÉSTIMOS E FINANCIAMENTOS;MOVEISCARD;DBITO EM CONTA NO ACATADO;14/09/2021;21/09/2021;AGÊNCIA;RECLAMAÇÃO;NÃO
12421676;CARTÕES;CARTO DE DBITO;CARTÃO - EMISSÃO / ENVIO;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12421691;CONTAS;CONTA POUPANA SOCIAL DIGITAL;BLOQUEIO;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12421764;CONTAS;CONTA POUPANÇA - PF;DEPÓSITO / PAGAMENTO  NÃO EFETIVADO;14/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12421798;CONTAS;CONTA POUPANÇA - PF;DEPÓSITO / PAGAMENTO  NÃO EFETIVADO;14/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12421803;INTERNET/INTRANET/APP;INTERNET BANKING;ASSINATURA ELETRÔNICA BLOQUEADA;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12421809;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;COBRANÇA INDEVIDA;14/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12421812;EMPRÉSTIMOS E FINANCIAMENTOS;CRÉDITO CONSIGNADO - MANUTENÇÃO;DÉBITO EM CONTA;14/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12421818;VENDA CASADA;AGÊNCIA;CAIXA SEGURO RESIDENCIAL;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12421820;HABITAÇÃO;VENDA DE IMÓVEIS;VENDA - IMVEIS CAIXA;14/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12421836;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;CONTESTAÇÃO DA CONTRATAÇÃO;14/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12421881;EMPRÉSTIMOS E FINANCIAMENTOS;EMPRESTIMOS - PF;CADASTRO RESTRITIVO - INCLUSÃO INDEVIDA;14/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12421944;AGÊNCIA;AGÊNCIA - ATENDIMENTO;NÃO CONSEGUIU SER ATENDIDO PELO TELEFONE;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12421961;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;LIBERAÇÃO DO FINANCIAMENTO;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12421962;CONTAS;DEPÓSITO JUDICIAL / FEDERAL / TRABALHO / COMUM;DEPÓSITO;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12421968;HABITAÇÃO;MINHA CASA MINHA VIDA - FAIXA 1,5/2/3;ENTREGA DO EMPREENDIMENTO;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12421980;CANAIS DE ATENDIMENTO;CASA LOTÉRICA;PAGAMENTO DE PRÊMIO;14/09/2021;21/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
12421993;HABITAÇÃO;FINANCIAMENTO HABITACIONAL;CORRESPONDÊNCIAS -  EMISSÃO / ENVIO;14/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12422016;CONTAS;CONTA POUPANÇA - PF;CONTESTAÇÃO - MOVIMENTAÇÃO FRAUDULENTA VIA IBC (SITE OU APP);14/09/2021;20/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12422036;SERVIÇOS BANCÁRIOS;COBRANA  BANCRIA;COBRANÇA INDEVIDA;14/09/2021;21/09/2021;INTERNET;RECLAMAÇÃO;NÃO
12422067;CONTAS;CONTA POUPANÇA - PF;CONTESTAÇÃO - MOVIMENTAÇÃO FRAUDULENTA VIA CARTO DE DBITO;14/09/2021;20/09/2021;TELEFONE;RECLAMAÇÃO;NÃO
